product_id,manufacturer,product_name,product_description,size,weight,price,discount_price,bulk_price,bulk_price_per_unit,units_sold_12m,stock_level,revenue,stock_value,discount_pct,discount_amount_pct,avg_sentiment
GAD001,Gadgetronix,TwangleBuzz,USB fan with silent motor and RGB glow,Large,4.13,82.88,66.77,223.46,74.49,674,325,55861.119999999995,26936.0,19.437741312741313,19.437741312741313,0.46173400000000003
GAD002,Gadgetronix,ZingSplat,Smart keychain with voice locator,Medium,2.4,148.25,137.03,382.95,127.65,936,500,138762.0,74125.0,7.568296795952782,7.568296795952782,0.47387
GAD003,Gadgetronix,Snorkamatic,Mini drone with gesture control,Small,3.77,237.82,187.72,539.32,179.77,886,420,210708.52,99884.4,21.066352703725507,21.066352703725507,0.47319
GAD004,Gadgetronix,GrizzleBox,Pocket-sized projector for mobile use,Small,0.51,121.14,92.71,258.69,86.23,557,209,67474.98,25318.26,23.46871388476144,23.46871388476144,0.42074
GAD005,Gadgetronix,BloopBot,Wireless charging pad for smart glasses,Medium,2.86,115.77,105.37,260.54,86.85,651,164,75366.27,18986.28,8.983329014425147,8.983329014425147,0.429036
GAD006,Gadgetronix,BuzzRing,Solar-powered motion sensor light,Medium,1.51,171.58,135.06,404.15,134.72,96,102,16471.68,17501.16,21.28453199673622,21.28453199673622,0.504498
GAD007,Gadgetronix,Gadgetize,USB-C hub with HDMI and SD reader,Small,3.16,165.41,116.02,354.85,118.28,83,227,13729.029999999999,37548.07,29.85913789976422,29.85913789976422,0.5103719999999999
GAD008,Gadgetronix,FunkPod,Smart mug that keeps coffee warm,Medium,1.06,253.61,226.82,630.06,210.02,921,336,233574.81000000003,85212.96,10.563463585820756,10.563463585820756,0.40580600000000006
GAD009,Gadgetronix,BloopBot,Magnetic phone stand with auto-rotate,Medium,2.52,114.66,97.23,255.69,85.23,792,140,90810.72,16052.4,15.201465201465195,15.201465201465195,0.460584
GAD010,Gadgetronix,SkizzleGear,Wireless charging pad for smart glasses,Medium,4.77,73.06,66.72,159.99,53.33,214,406,15634.84,29662.36,8.677799069258148,8.677799069258148,0.469354
GAD011,Gadgetronix,ModBox,Smart keychain with voice locator,Large,4.82,240.68,182.15,553.56,184.52,268,52,64502.240000000005,12515.36,24.318597307628387,24.318597307628387,0.46806600000000004
GAD012,Gadgetronix,BuzzMatic,Wireless charging pad for smart glasses,Small,3.92,203.81,143.47,523.08,174.36,829,141,168958.49,28737.21,29.606005593444877,29.606005593444877,0.398568
GAD013,Gadgetronix,DazzleBit,Fingerprint lock for backpack zippers,Large,0.3,298.66,219.09,648.47,216.16,459,31,137084.94,9258.460000000001,26.642335766423365,26.642335766423365,0.481028
GAD014,Gadgetronix,SwizzleGo,USB fan with silent motor and RGB glow,Large,3.93,56.6,42.42,139.54,46.51,201,397,11376.6,22470.2,25.0530035335689,25.0530035335689,0.470936
GAD015,Gadgetronix,FizzBox,Magnetic phone stand with auto-rotate,Small,0.23,207.82,172.47,431.76,143.92,713,416,148175.66,86453.12,17.009912424213258,17.009912424213258,0.412286
GAD016,Gadgetronix,BopTuner,USB fan with silent motor and RGB glow,Small,4.95,33.7,26.79,85.57,28.52,804,197,27094.800000000003,6638.900000000001,20.504451038575677,20.504451038575677,0.436098
GAD017,Gadgetronix,Mufflerator,Keypad wallet with anti-theft lock,Large,2.8,38.47,29.81,92.22,30.74,715,447,27506.05,17196.09,22.511047569534703,22.511047569534703,0.43337000000000003
GAD018,Gadgetronix,ZapperDot,Mini drone with gesture control,Small,2.26,85.97,77.41,192.8,64.27,167,211,14356.99,18139.67,9.95696173083634,9.95696173083634,0.45612600000000003
GAD019,Gadgetronix,WobbleSpark,Touchscreen remote for all devices,Small,0.28,230.29,183.53,497.38,165.79,90,200,20726.1,46058.0,20.304833036606016,20.304833036606016,0.54949
GAD020,Gadgetronix,NoodleGrip,Miniature camera with night vision,Medium,2.22,89.19,73.63,170.72,56.91,327,205,29165.13,18283.95,17.445902006951457,17.445902006951457,0.409516
GAD021,Gadgetronix,DingPro,Wireless charging pad for smart glasses,Small,0.74,282.83,220.51,628.59,209.53,69,120,19515.27,33939.6,22.034437648057136,22.034437648057136,0.558254
GAD022,Gadgetronix,Gadgetize,Smart alarm clock with sunrise light,Medium,2.8,29.74,25.52,78.22,26.07,36,439,1070.6399999999999,13055.859999999999,14.189643577673165,14.189643577673165,0.453438
GAD023,Gadgetronix,ClipTrik,Wireless charging pad for smart glasses,Medium,3.45,230.22,211.71,501.56,167.19,837,199,192694.13999999998,45813.78,8.04013552254365,8.04013552254365,0.402596
GAD024,Gadgetronix,GobstopGo,Rechargeable pocket torch with clip,Large,2.08,266.97,252.65,606.62,202.21,641,241,171127.77000000002,64339.770000000004,5.363898565381885,5.363898565381885,0.41171399999999997
GAD025,Gadgetronix,Spinobot,Solar-powered motion sensor light,Medium,3.17,224.93,188.36,501.81,167.27,454,38,102118.22,8547.34,16.258391499577645,16.258391499577645,0.433524
GAD026,Gadgetronix,Doohickler,Multi-tool pen with stylus and laser,Large,0.55,218.98,206.39,590.04,196.68,395,209,86497.09999999999,45766.82,5.749383505342955,5.749383505342955,0.458814
GAD027,Gadgetronix,GrinderBox,Rechargeable pocket torch with clip,Large,4.12,231.44,166.49,588.17,196.06,344,180,79615.36,41659.2,28.063428966470788,28.063428966470788,0.356896
GAD028,Gadgetronix,Hootbit,Multi-tool pen with stylus and laser,Large,2.03,288.45,232.8,530.72,176.91,7,45,2019.1499999999999,12980.25,19.29277171086843,19.29277171086843,0.42541000000000007
GAD029,Gadgetronix,Grindoid,Touchscreen remote for all devices,Small,2.96,210.53,152.41,504.71,168.24,76,88,16000.28,18526.64,27.606516885954495,27.606516885954495,0.452614
GAD030,Gadgetronix,SquiggleBit,Miniature camera with night vision,Small,2.58,58.81,50.7,128.74,42.91,329,210,19348.49,12350.1,13.790171739500085,13.790171739500085,0.472166
GAD031,Gadgetronix,Zaptastic,Multi-tool pen with stylus and laser,Large,3.1,188.82,165.19,468.46,156.15,673,446,127075.86,84213.72,12.514564135155174,12.514564135155174,0.443834
GAD032,Gadgetronix,SnappleKit,Compact air purifier for desktops,Medium,1.63,65.77,60.84,163.54,54.51,694,24,45644.38,1578.48,7.495818762353645,7.495818762353645,0.5434060000000001
GAD033,Gadgetronix,SnickerTune,Wireless charging pad for smart glasses,Medium,1.73,184.4,146.75,410.04,136.68,67,44,12354.800000000001,8113.6,20.417570498915406,20.417570498915406,0.41623600000000005
GAD034,Gadgetronix,Gizmole,Fingerprint lock for backpack zippers,Medium,1.3,23.73,17.86,51.89,17.3,49,54,1162.77,1281.42,24.736620311841552,24.736620311841552,0.43858800000000003
GAD035,Gadgetronix,KlickBop,USB fan with silent motor and RGB glow,Small,0.81,121.22,114.06,220.14,73.38,242,120,29335.239999999998,14546.4,5.906616069955451,5.906616069955451,0.451748
GAD036,Gadgetronix,Tinkeryak,Pocket-sized projector for mobile use,Large,1.19,290.23,208.11,725.74,241.91,503,314,145985.69,91132.22,28.294800675326464,28.294800675326464,0.46710999999999997
GAD037,Gadgetronix,TwizzlerGo,Wireless earbuds with noise isolation,Small,1.2,231.82,179.03,568.96,189.65,194,4,44973.08,927.28,22.771978258994043,22.771978258994043,0.422258
GAD038,Gadgetronix,ZapTronix,Multi-tool pen with stylus and laser,Small,4.64,105.04,88.13,220.08,73.36,200,127,21008.0,13340.08,16.098629093678607,16.098629093678607,0.411338
GAD039,Gadgetronix,TwangleBuzz,Multi-tool pen with stylus and laser,Large,3.8,290.37,231.35,717.68,239.23,67,3,19454.79,871.11,20.325791231876575,20.325791231876575,0.40681200000000006
GAD040,Gadgetronix,Mufflerator,Miniature camera with night vision,Small,0.71,124.05,106.06,260.89,86.96,106,217,13149.3,26918.85,14.502216848045139,14.502216848045139,0.49438200000000004
GAD041,Gadgetronix,FlapNZap,Wireless earbuds with noise isolation,Large,1.7,98.4,70.56,185.51,61.84,461,216,45362.4,21254.4,28.292682926829272,28.292682926829272,0.44836600000000004
GAD042,Gadgetronix,VibroMax,Smart mug that keeps coffee warm,Medium,4.78,235.77,196.11,607.09,202.36,223,357,52576.71,84169.89,16.82147855961318,16.82147855961318,0.475212
GAD043,Gadgetronix,BuzzCuff,Fingerprint lock for backpack zippers,Large,4.04,130.13,117.61,302.05,100.68,526,417,68448.38,54264.21,9.621148082686542,9.621148082686542,0.5011639999999999
GAD044,Gadgetronix,GrinderBox,Rechargeable pocket torch with clip,Medium,3.22,98.31,84.21,228.67,76.22,316,410,31065.96,40307.1,14.342386328959423,14.342386328959423,0.44880000000000003
GAD045,Gadgetronix,Clunkatron,Wireless earbuds with noise isolation,Small,4.54,287.76,237.07,706.9,235.63,539,306,155102.63999999998,88054.56,17.615373922713374,17.615373922713374,0.419788
GAD046,Gadgetronix,Sprockle,Pocket-sized projector for mobile use,Small,1.68,132.07,113.75,307.14,102.38,484,254,63921.88,33545.78,13.871431816460964,13.871431816460964,0.434428
GAD047,Gadgetronix,TwizzlePro,Fingerprint lock for backpack zippers,Medium,4.92,153.5,113.97,326.09,108.7,31,74,4758.5,11359.0,25.75244299674267,25.75244299674267,0.456402
GAD048,Gadgetronix,FuzzleJet,Magnetic phone stand with auto-rotate,Medium,2.64,10.16,8.65,20.08,6.69,441,2,4480.56,20.32,14.862204724409448,14.862204724409448,0.325218
GAD049,Gadgetronix,BuzzCuff,USB fan with silent motor and RGB glow,Large,1.81,182.11,146.15,491.19,163.73,552,2,100524.72,364.22,19.74630717698095,19.74630717698095,0.42883200000000005
GAD050,Gadgetronix,JoltSphere,Touchscreen remote for all devices,Small,3.38,142.71,125.37,382.65,127.55,369,455,52659.990000000005,64933.05,12.150515030481397,12.150515030481397,0.44774
GAD051,Gadgetronix,Snorkamatic,Touchscreen remote for all devices,Small,1.07,217.39,195.82,414.22,138.07,326,74,70869.14,16086.859999999999,9.922259533557199,9.922259533557199,0.484544
GAD052,Gadgetronix,PlugNPlayr,Miniature camera with night vision,Medium,4.05,73.5,68.14,134.56,44.85,962,442,70707.0,32487.0,7.29251700680272,7.29251700680272,0.52266
GAD053,Gadgetronix,Blinkatron,Pocket-sized projector for mobile use,Small,2.1,190.91,169.53,514.17,171.39,289,418,55172.99,79800.38,11.198994290503377,11.198994290503377,0.482864
GAD054,Gadgetronix,SkizzleGear,USB fan with silent motor and RGB glow,Small,1.76,185.6,130.42,441.46,147.15,506,285,93913.59999999999,52896.0,29.730603448275865,29.730603448275865,0.48694000000000004
GAD055,Gadgetronix,Doodler,Solar-powered motion sensor light,Small,4.1,224.61,166.74,516.23,172.08,865,111,194287.65000000002,24931.710000000003,25.76465874181915,25.76465874181915,0.431288
GAD056,Gadgetronix,Noodlify,Wireless earbuds with noise isolation,Small,1.87,154.55,123.56,372.99,124.33,637,399,98448.35,61665.450000000004,20.051763183435785,20.051763183435785,0.385924
GAD057,Gadgetronix,ZapSprocket,USB-C hub with HDMI and SD reader,Medium,3.52,266.14,202.04,536.03,178.68,133,212,35396.619999999995,56421.68,24.0850680093184,24.0850680093184,0.455522
GAD058,Gadgetronix,JibberJaw,Touchscreen remote for all devices,Large,2.35,30.64,26.05,79.59,26.53,938,57,28740.32,1746.48,14.980417754569189,14.980417754569189,0.42160600000000004
GAD059,Gadgetronix,Whizzurd,Solar-powered motion sensor light,Small,3.27,108.78,89.25,269.17,89.72,902,118,98119.56,12836.04,17.953667953667953,17.953667953667953,0.5621659999999999
GAD060,Gadgetronix,BeepBit,Multi-tool pen with stylus and laser,Large,1.23,150.41,113.94,372.27,124.09,75,234,11280.75,35195.94,24.247058041353633,24.247058041353633,0.49409800000000004
GAD061,Gadgetronix,BlipMaster,Pocket-sized projector for mobile use,Large,1.55,72.4,62.19,157.82,52.61,373,272,27005.2,19692.800000000003,14.10220994475139,14.10220994475139,0.41688400000000003
GAD062,Gadgetronix,Spinflux,Pocket-sized projector for mobile use,Medium,1.9,72.51,53.04,140.85,46.95,251,413,18200.010000000002,29946.63,26.851468762929258,26.851468762929258,0.41155200000000003
GAD063,Gadgetronix,ZapSprocket,USB-C hub with HDMI and SD reader,Small,0.63,39.38,33.23,100.32,33.44,703,471,27684.140000000003,18547.98,15.617064499746078,15.617064499746078,0.459894
GAD064,Gadgetronix,SnickerTune,Multi-tool pen with stylus and laser,Large,0.35,100.85,90.21,186.8,62.27,973,63,98127.04999999999,6353.549999999999,10.550322260783343,10.550322260783343,0.451988
GAD065,Gadgetronix,VibroMax,Smart mug that keeps coffee warm,Large,2.6,287.43,221.5,546.44,182.15,432,274,124169.76000000001,78755.82,22.937758758654283,22.937758758654283,0.512736
